id,package,NC,A,I,D
734,org.apache.hadoop.yarn.security.admin,2,0.0,0.0,1.0
735,org.apache.hadoop.yarn.server.federation.policies.dao,2,0.0,0.9545454545454546,0.045454545454545414
736,org.apache.hadoop.yarn.server.nodemanager.collectormanager,2,0.0,0.3333333333333333,0.6666666666666667
737,org.apache.hadoop.yarn.server.nodemanager.containermanager.deletion.recovery,2,0.0,0.6,0.4
738,org.apache.hadoop.yarn.server.nodemanager.logaggregation.tracker,2,0.0,0.7142857142857143,0.2857142857142857
739,org.apache.hadoop.yarn.server.nodemanager.metrics,2,0.0,0.9310344827586207,0.06896551724137934
740,org.apache.hadoop.yarn.server.nodemanager.scheduler,2,0.0,0.3333333333333333,0.6666666666666667
741,org.apache.hadoop.yarn.server.resourcemanager.scheduler.common.fica,2,0.0,0.9661016949152542,0.03389830508474578
742,org.apache.hadoop.yarn.server.resourcemanager.timelineservice,2,0.0,0.8461538461538461,0.15384615384615385
743,org.apache.hadoop.yarn.server.resourcemanager.volume.csi.processor,2,0.0,0.5,0.5
744,org.apache.hadoop.yarn.server.security.http,2,0.0,0.6666666666666666,0.33333333333333337
745,org.apache.hadoop.yarn.server.service,2,0.5,0.6666666666666666,0.16666666666666652
746,org.apache.hadoop.yarn.server.util.timeline,2,0.0,0.6,0.4
747,org.apache.hadoop.yarn.service.impl.pb.service,2,0.5,0.5,0.0
748,org.apache.hadoop.yarn.service.registry,2,0.0,0.8,0.19999999999999996
749,org.apache.hadoop.yarn.sls.utils,2,0.0,0.6666666666666666,0.33333333333333337
750,org.apache.hadoop.yarn.sls.web,2,0.0,0.3333333333333333,0.6666666666666667
751,org.apache.hadoop.yarn.submarine.client.cli.yarnservice,2,0.0,0.0,1.0
752,org.apache.hadoop.yarn.submarine.common.api.builder,2,0.0,0.3333333333333333,0.6666666666666667
753,org.apache.hadoop.yarn.submarine.common.conf,2,0.0,0.8888888888888888,0.11111111111111116
754,org.apache.hadoop.yarn.submarine.common.exception,2,0.0,1.0,0.0
755,org.apache.hadoop.yarn.util.timeline,2,0.0,0.9354838709677419,0.06451612903225812
756,org.apache.hadoop.yarn.webapp.test,2,0.0,0.9444444444444444,0.05555555555555558
757,org.apache.ratis,2,0.5,0.75,0.25
758,org.apache.hadoop.example,1,0.0,0.0,1.0
759,org.apache.hadoop.fs.azurebfs.contracts,1,0.0,0.0,1.0
760,org.apache.hadoop.hdds.scm.container.placement,1,0.0,1.0,0.0
761,org.apache.hadoop.hdds.scm.ratis,1,0.0,NaN,NaN
762,org.apache.hadoop.hdfs.crypto,1,0.0,0.0,1.0
763,org.apache.hadoop.hdfs.server.namenode.top.metrics,1,0.0,0.8,0.19999999999999996
764,org.apache.hadoop.http.resource,1,0.0,0.6666666666666666,0.33333333333333337
765,org.apache.hadoop.io.erasurecode.coder.util,1,0.0,0.6666666666666666,0.33333333333333337
766,org.apache.hadoop.io.erasurecode.grouper,1,0.0,0.5,0.5
767,org.apache.hadoop.log.metrics,1,0.0,0.5,0.5
768,org.apache.hadoop.mapreduce.security.ssl,1,0.0,0.0,1.0
769,org.apache.hadoop.mapreduce.server.jobtracker,1,1.0,0.9565217391304348,0.9565217391304348
770,org.apache.hadoop.mapreduce.server.tasktracker,1,1.0,0.875,0.875
771,org.apache.hadoop.mapreduce.task.annotation,1,0.0,0.75,0.25
772,org.apache.hadoop.mapreduce.v2.hs.client,1,0.0,0.5,0.5
773,org.apache.hadoop.mapreduce.v2.security,1,0.0,0.0,1.0
774,org.apache.hadoop.maven.plugin.paralleltests,1,0.0,0.0,1.0
775,org.apache.hadoop.maven.plugin.resourcegz,1,0.0,0.0,1.0
776,org.apache.hadoop.maven.plugin.versioninfo,1,0.0,0.0,1.0
777,org.apache.hadoop.ozone.client.rest.exceptions,1,0.0,NaN,NaN
778,org.apache.hadoop.ozone.container.metrics,1,0.0,0.0,1.0
779,org.apache.hadoop.ozone.container.server,1,0.0,0.0,1.0
780,org.apache.hadoop.ozone.ozShell,1,0.0,0.5,0.5
781,org.apache.hadoop.ozone.scm.node,1,0.0,0.0,1.0
782,org.apache.hadoop.ozone.util,1,0.0,0.0,1.0
783,org.apache.hadoop.ozone.web.localstorage,1,0.0,NaN,NaN
784,org.apache.hadoop.registry.integration,1,0.0,0.0,1.0
785,org.apache.hadoop.registry.operations,1,0.0,0.5,0.5
786,org.apache.hadoop.registry.server,1,0.0,NaN,NaN
787,org.apache.hadoop.security.authentication,1,0.0,0.9285714285714286,0.0714285714285714
788,org.apache.hadoop.yarn.csi,1,0.0,NaN,NaN
789,org.apache.hadoop.yarn.proto,1,1.0,0.9830508474576272,0.9830508474576272
790,org.apache.hadoop.yarn.resourcetypes,1,0.0,0.75,0.25
791,org.apache.hadoop.yarn.server.nodemanager.api.impl.pb.client,1,0.0,0.0,1.0
792,org.apache.hadoop.yarn.server.nodemanager.api.impl.pb.service,1,0.0,0.0,1.0
793,org.apache.hadoop.yarn.server.nodemanager.security.authorize,1,0.0,0.75,0.25
794,org.apache.hadoop.yarn.server.records,1,1.0,0.9714285714285714,0.9714285714285715
795,org.apache.hadoop.yarn.server.records.impl.pb,1,0.0,0.9285714285714286,0.0714285714285714
796,org.apache.hadoop.yarn.server.resourcemanager.logaggregationstatus,1,0.0,0.0,1.0
797,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacit,1,0.0,0.0,1.0
798,org.apache.hadoop.yarn.server.resourcemanager.security.authorize,1,0.0,0.8,0.19999999999999996
799,org.apache.hadoop.yarn.server.resourcemanager.volume,1,0.0,0.0,1.0
800,org.apache.hadoop.yarn.server.sharedcache,1,0.0,0.8,0.19999999999999996
801,org.apache.hadoop.yarn.server.timeline.recovery.records,1,0.0,0.5,0.5
802,org.apache.hadoop.yarn.server.timeline.security.authorize,1,0.0,0.5,0.5
803,org.apache.hadoop.yarn.server.timeline.util,1,0.0,0.5,0.5
804,org.apache.hadoop.yarn.service.api,1,1.0,0.6666666666666666,0.6666666666666665
805,org.apache.hadoop.yarn.service.impl.pb.client,1,0.0,0.0,1.0
806,org.apache.hadoop.yarn.sls.conf,1,0.0,0.875,0.125
807,org.apache.hadoop.yarn.sls.resourcemanager,1,0.0,0.5,0.5
808,org.apache.hadoop.yarn.submarine.runtimes,1,1.0,0.8571428571428571,0.8571428571428572
809,testshell,1,0.0,0.0,1.0
